event_id,event_name,town_id,town_name,edition_id,edition_name,edition_date,latitude_num,longitude_num,edition_url,edition_address,race_id,race_name,race_distance,race_time
144,Race Against Crime,10882,Strandfontein,95,Beachcomber Race Against Crime,2016/12/03 00:00,-34.086319,18.554142,http://eolstoragewe.blob.core.windows.net/wm-674417-cmsimages/BeachcomberFlyerPrintCopyOct2016.pdf,"Strandfontein Pavilion, Spine Rd",190,15k Run,15,07:00:00
144,Race Against Crime,10882,Strandfontein,95,Beachcomber Race Against Crime,2016/12/03 00:00,-34.086319,18.554142,http://eolstoragewe.blob.core.windows.net/wm-674417-cmsimages/BeachcomberFlyerPrintCopyOct2016.pdf,"Strandfontein Pavilion, Spine Rd",191,10k Walk,10,07:10:00
144,Race Against Crime,10882,Strandfontein,95,Beachcomber Race Against Crime2,2016/12/03 00:00,-34.086319,18.554142,http://eolstoragewe.blob.core.windows.net/wm-674417-cmsimages/BeachcomberFlyerPrintCopyOct2016.pdf,"Strandfontein Pavilion, Spine Rd",192,Fun Run,5,07:30:00
145,Sundowner 10km,1178,Cape Town,96,Growthpoint Properties Sundowner 10km,2016/12/14 00:00,-33.902905,18.422991,http://eolstoragewe.blob.core.windows.net/wm-674417-cmsimages/GP_Sundowner2016_Entry_form_FA.pdf,"V & A Waterfront , Cape Town",193,10k Run/Walk,10,18:15:00
146,GUGS Reconciliation Day,3380,Guguletu,97,The RCS GUGS Reconciliation Day Race,2016/12/16 00:00,-33.988804,18.568396,http://www.runnersworld.co.za/events/rcs-gugulethu-reconciliation-day-10km-race/,"NY 49 Stadium, Gugulethu",195,Fun Run,4.2,07:10:00
146,GUGS Reconciliation Day,3380,Guguletu,97,The RCS GUGS Reconciliation Day Race,2016/12/16 00:00,-33.988804,18.568396,http://www.runnersworld.co.za/events/rcs-gugulethu-reconciliation-day-10km-race/,"NY 49 Stadium, Gugulethu",194,10k Run,11,07:00:00
