event_id,event_name,town_id,town_name,edition_id,edition_name,edition_date,latitude_num,longitude_num,edition_url,edition_address,race_id,race_name,race_distance,race_time
145,Sundowner 10k,1178,Cape Town,96,Growthpoint Properties Sundowner 10km,2016/12/13 00:00,-33.902905,18.422991,http://eolstoragewe.blob.core.windows.net/wm-674417-cmsimages/GP_Sundowner2016_Entry_form_FA.pdf,"V & A Waterfront , Cape Town",193,10k Run/Walk,10,18:20:00
